M03520:605:000000000-LVNKY:1:1101:14501:1781;size=746222	RH.B9EF730EBE6C436Z0Z_R	100.000	25	0	125	149	25	1	1.18e-09	50.1
M03520:605:000000000-LVNKY:1:1101:14501:1781;size=746222	RH.B9EF730EBE6C436Z0Z_F	100.000	25	0	1	25	1	25	1.18e-09	50.1
M03520:605:000000000-LVNKY:1:1101:15605:1563;size=394145	RH.6408CE975B5340AZ0Z_R	100.000	26	0	123	148	26	1	2.98e-10	52.0
M03520:605:000000000-LVNKY:1:1101:15605:1563;size=394145	RH.6408CE975B5340AZ0Z_F	100.000	26	0	1	26	1	26	2.98e-10	52.0
M03520:605:000000000-LVNKY:1:1101:17736:1491;size=388038	RH.7CE39E25906745AZ0Z_R	100.000	26	0	99	124	26	1	2.98e-10	52.0
M03520:605:000000000-LVNKY:1:1101:17736:1491;size=388038	RH.7CE39E25906745AZ0Z_F	100.000	25	0	1	25	1	25	1.18e-09	50.1
M03520:605:000000000-LVNKY:1:1101:22450:27542;size=382594	RH.0550AF0F57084ADZ0Z_F	100.000	24	0	1	24	1	24	4.65e-09	48.1
M03520:605:000000000-LVNKY:1:1101:22450:27542;size=382594	RH.0550AF0F57084ADZ0Z_R	100.000	22	0	115	136	22	1	7.27e-08	44.1
M03520:605:000000000-LVNKY:1:1101:15475:1678;size=266170	RH.27578A9A85FA4A3Z0Z_F	100.000	24	0	1	24	1	24	4.65e-09	48.1
M03520:605:000000000-LVNKY:1:1101:15475:1678;size=266170	RH.27578A9A85FA4A3Z0Z_R	100.000	22	0	130	151	22	1	7.27e-08	44.1
M03520:605:000000000-LVNKY:1:1101:13858:1566;size=248514	RH.E253263309B742FZ0Z_R	100.000	26	0	115	140	26	1	2.98e-10	52.0
M03520:605:000000000-LVNKY:1:1101:13858:1566;size=248514	RH.E253263309B742FZ0Z_F	100.000	26	0	1	26	1	26	2.98e-10	52.0
M03520:605:000000000-LVNKY:1:1101:18268:18829;size=219021	RH.85A5303CAAF54ADZ0Z_R	100.000	22	0	101	122	22	1	7.27e-08	44.1
M03520:605:000000000-LVNKY:1:1101:18268:18829;size=219021	RH.85A5303CAAF54ADZ0Z_F	100.000	21	0	1	21	1	21	2.87e-07	42.1
M03520:605:000000000-LVNKY:1:1101:8030:4248;size=204265	RH.0096A141894D447Z0Z_F	100.000	24	0	1	24	1	24	4.65e-09	48.1
M03520:605:000000000-LVNKY:1:1101:8030:4248;size=204265	RH.0096A141894D447Z0Z_R	100.000	21	0	131	151	25	5	2.87e-07	42.1
M03520:605:000000000-LVNKY:1:1110:16098:2160;size=191223	RH.69CEA0AC39F4445Z0Z_F	100.000	24	0	1	24	1	24	4.65e-09	48.1
