RH.003F79FEC922409Z0Z_F	A00405_539_HLLNCDSX3_4_1205_13919_19179_1_268_+_c92602dd81b2a7ebb51da66345373262	100.000	22	0	1	22	61	82	7.78e-08	44.1
RH.0096A141894D447Z0Z_F	A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b	100.000	24	0	1	24	62	85	5.81e-09	48.1
RH.00E4B296DCE74BCZ0Z_F	A00405_539_HLLNCDSX3_4_1275_11505_13870_1_286_+_2e868f6a0f31b99b34f6f754ceac2b40	100.000	23	0	1	23	53	75	2.13e-08	46.1
RH.01448F03BE284B7Z0Z_F	A00405_539_HLLNCDSX3_4_2405_32633_24940_1_265_-_48fa9366cce168c8a7bc8af1c518213a	100.000	22	0	1	22	100	121	7.78e-08	44.1
RH.0180E4AB5822472Z0Z_F	A00405_539_HLLNCDSX3_4_1317_10113_16720_1_286_-_31d6140e2ec5a727161b80806ba9a666	100.000	23	0	1	23	79	101	2.13e-08	46.1
RH.0217D7856D1B4F3Z0Z_F	A00405_539_HLLNCDSX3_4_1172_6912_5979_1_294_+_72490401ce488a16c0eeef731c6b69e6	100.000	22	0	1	22	36	57	7.78e-08	44.1
RH.021A507BE6D04ABZ0Z_F	A00405_539_HLLNCDSX3_4_1112_28610_2315_1_258_+_38e489ea12b11c0cbbbe4adf8c3038a3	100.000	21	0	1	21	63	83	2.82e-07	42.1
RH.02ED2313668747CZ0Z_F	A00405_539_HLLNCDSX3_4_2235_19388_35133_1_234_-_31288c0e59cfb6a9734edd60496a75ad	100.000	24	0	1	24	35	58	5.81e-09	48.1
RH.034C1A4941D644EZ0Z_F	A00405_539_HLLNCDSX3_4_2560_7057_16438_1_270_+_b40b5520a1a8ce413c8948c8d1b0f1a2	100.000	22	0	1	22	110	131	7.78e-08	44.1
RH.034C1A4941D644EZ0Z_F	A00405_539_HLLNCDSX3_4_2261_10737_25128_1_293_-_ca7b37bc2ad73f8b4dfb75f468fd9899	100.000	22	0	1	22	200	221	7.78e-08	44.1
RH.04A0205BEA6C49EZ0Z_F	A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd	100.000	23	0	1	23	34	56	2.13e-08	46.1
RH.0550AF0F57084ADZ0Z_F	A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d	100.000	24	0	1	24	121	144	5.81e-09	48.1
RH.07345E4EB10540DZ0Z_F	A00405_539_HLLNCDSX3_4_1177_12409_21793_1_294_+_577a69df8e2fd4d39078cf6e6abcfa80	100.000	22	0	1	22	103	124	7.78e-08	44.1
RH.07A081D839E34E7Z0Z_F	A00405_539_HLLNCDSX3_4_2168_32398_16892_1_287_+_4c997fab1c95be3b1789ce6a18d49b68	100.000	23	0	1	23	64	86	2.13e-08	46.1
RH.09228C428F4848BZ0Z_F	A00405_539_HLLNCDSX3_4_2573_9697_12085_1_290_-_60cb3c445276161ef5e03f97005cc8f6	100.000	24	0	1	24	71	94	5.81e-09	48.1
RH.094E5466924B45EZ0Z_F	A00405_539_HLLNCDSX3_4_2254_17888_3975_1_290_+_288544c16fc112942b22763b2578b935	100.000	26	0	1	26	86	111	4.26e-10	52.0
RH.098C2C0732D843BZ0Z_F	A00405_539_HLLNCDSX3_4_2404_21866_12305_1_294_-_d12ecdfd989308314b78ff24afd249d9	100.000	22	0	1	22	110	131	7.78e-08	44.1
