M03520:605:000000000-LVNKY:1:1101:14501:1781;size=746222	A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7	100.000	149	0	1.10e-76	276	151
M03520:605:000000000-LVNKY:1:1101:15605:1563;size=394145	A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f	100.000	148	0	3.96e-76	274	151
M03520:605:000000000-LVNKY:1:1101:17736:1491;size=388038	A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c	100.000	125	0	2.42e-63	231	151
M03520:605:000000000-LVNKY:1:1101:22450:27542;size=382594	A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d	100.000	136	0	1.86e-69	252	151
M03520:605:000000000-LVNKY:1:1101:22450:27542;size=382594	A00405_539_HLLNCDSX3_4_2140_30463_36620_1_268_-_efd71567aa19975e277c347d16477d1d	82.353	102	12	7.17e-19	84.2	151
M03520:605:000000000-LVNKY:1:1101:15475:1678;size=266170	A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6	100.000	151	0	8.52e-78	279	151
M03520:605:000000000-LVNKY:1:1101:13858:1566;size=248514	A00405_539_HLLNCDSX3_4_1667_3577_14481_1_279_+_5c2b589f92cd328dd27be08801c4b747	100.000	140	0	1.11e-71	259	151
M03520:605:000000000-LVNKY:1:1101:18268:18829;size=219021	A00405_539_HLLNCDSX3_4_1154_13485_33489_5_274_-_d073362756742bb4412cb50ca2f1f2c4	100.000	122	0	1.13e-61	226	151
M03520:605:000000000-LVNKY:1:1101:8030:4248;size=204265	A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b	100.000	151	0	8.52e-78	279	151
M03520:605:000000000-LVNKY:1:1110:16098:2160;size=191223	A00405_539_HLLNCDSX3_4_1402_30318_9439_1_266_-_252b574501f4a55884860c129baf3fba	100.000	131	0	1.12e-66	243	151
M03520:605:000000000-LVNKY:1:1110:16098:2160;size=191223	A00405_539_HLLNCDSX3_4_2531_30996_36010_1_155_-_3dd8adaf489effec687ac56cfef68619	100.000	60	0	3.29e-27	111	151
M03520:605:000000000-LVNKY:1:1101:9739:2849;size=165361	A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c	97.600	125	3	2.44e-58	215	151
M03520:605:000000000-LVNKY:1:2101:16193:15438;size=159305	A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139	96.552	116	4	1.14e-51	193	151
M03520:605:000000000-LVNKY:1:2101:16193:15438;size=159305	A00405_539_HLLNCDSX3_4_2516_24542_11083_1_284_-_3c21a6cd9e6937764d653129dacfc976	100.000	66	0	1.52e-30	122	151
M03520:605:000000000-LVNKY:1:2101:16193:15438;size=159305	A00405_539_HLLNCDSX3_4_2170_22381_8938_1_289_-_5eaf02e2ec49222f3f23b439151ed5af	94.805	77	4	5.46e-30	121	151
M03520:605:000000000-LVNKY:1:1101:12013:2133;size=150928	A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139	96.552	116	4	1.14e-51	193	151
M03520:605:000000000-LVNKY:1:1101:12013:2133;size=150928	A00405_539_HLLNCDSX3_4_2516_24542_11083_1_284_-_3c21a6cd9e6937764d653129dacfc976	100.000	66	0	1.52e-30	122	151
M03520:605:000000000-LVNKY:1:1101:12013:2133;size=150928	A00405_539_HLLNCDSX3_4_2170_22381_8938_1_289_-_5eaf02e2ec49222f3f23b439151ed5af	94.805	77	4	5.46e-30	121	151
M03520:605:000000000-LVNKY:1:1101:20183:2290;size=129644	A00405_539_HLLNCDSX3_4_1451_30409_6715_1_231_+_018312b314ec0e3d7060fd278ef283f4	100.000	122	0	1.13e-61	226	151
M03520:605:000000000-LVNKY:1:1101:15292:1581;size=115303	A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b	96.689	151	5	1.86e-69	252	151
M03520:605:000000000-LVNKY:1:1101:18374:1821;size=114025	A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d	100.000	122	0	1.13e-61	226	151
M03520:605:000000000-LVNKY:1:1101:13104:2724;size=112891	A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d	99.180	122	1	5.24e-60	220	151
M03520:605:000000000-LVNKY:1:1101:14183:1517;size=82388	A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139	100.000	116	0	2.44e-58	215	151
M03520:605:000000000-LVNKY:1:1101:14183:1517;size=82388	A00405_539_HLLNCDSX3_4_2170_22381_8938_1_289_-_5eaf02e2ec49222f3f23b439151ed5af	93.506	77	5	2.54e-28	115	151
M03520:605:000000000-LVNKY:1:1101:14183:1517;size=82388	A00405_539_HLLNCDSX3_4_2516_24542_11083_1_284_-_3c21a6cd9e6937764d653129dacfc976	95.455	66	3	1.53e-25	106	151
M03520:605:000000000-LVNKY:1:1101:21019:6484;size=77450	A00405_539_HLLNCDSX3_4_1434_17553_6433_1_291_+_7a051464df892a132e7368b8e9d3c73a	100.000	128	0	5.20e-65	237	151
