M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.3B2B2BB86AB94D3Z0Z_F	100.000	20	0	1	20	1	20	1.13e-06	40.1
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.3B2B2BB86AB94D3Z0Z_F	100.000	6	0	1	6	19	24	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.64613722763148BZ0Z_R	100.000	19	0	1	19	19	1	4.48e-06	38.2
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.7C700FEAE9894B4Z0Z_F	100.000	10	0	31	40	11	20	1.1	20.3
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.7C700FEAE9894B4Z0Z_F	100.000	6	0	31	36	6	1	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C13F1AB63C89484Z0Z_R	100.000	9	0	15	23	15	7	4.2	18.3
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C13F1AB63C89484Z0Z_R	100.000	6	0	77	82	1	6	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C13F1AB63C89484Z0Z_R	100.000	6	0	62	67	7	12	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.3852DF39B5CC420Z0Z_R	100.000	9	0	18	26	8	16	4.2	18.3
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.3852DF39B5CC420Z0Z_R	100.000	6	0	62	67	13	8	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.AB2BB1970395481Z0Z_F	100.000	9	0	68	76	1	9	4.2	18.3
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.AB2BB1970395481Z0Z_F	100.000	7	0	51	57	20	14	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.AB2BB1970395481Z0Z_F	100.000	6	0	45	50	14	19	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.712410D526D7451Z0Z_F	100.000	9	0	18	26	4	12	4.2	18.3
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.712410D526D7451Z0Z_F	100.000	7	0	62	68	9	3	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.DC4B788FBB14440Z0Z_R	100.000	8	0	101	108	13	6	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.AB03371A973C4B1Z0Z_R	100.000	8	0	103	110	2	9	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.AB03371A973C4B1Z0Z_R	100.000	8	0	18	25	21	14	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.AB03371A973C4B1Z0Z_R	100.000	6	0	62	67	16	21	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.A0B412AE0E724B7Z0Z_R	100.000	8	0	62	69	6	13	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.A0B412AE0E724B7Z0Z_R	100.000	6	0	18	23	11	6	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.86A7449FE4924ABZ0Z_R	100.000	8	0	14	21	22	15	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.86A7449FE4924ABZ0Z_R	100.000	6	0	120	125	12	17	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.78A6FF091458407Z0Z_R	100.000	8	0	41	48	6	13	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.61181F89884D47EZ0Z_R	100.000	8	0	29	36	10	17	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.610B38BED86C4FCZ0Z_R	100.000	8	0	25	32	3	10	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.610B38BED86C4FCZ0Z_R	100.000	6	0	110	115	7	2	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.49E9BC83DD0A4CFZ0Z_R	100.000	8	0	39	46	1	8	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.4771C7C510884E0Z0Z_R	100.000	8	0	1	8	6	13	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.4771C7C510884E0Z0Z_R	100.000	6	0	14	19	21	16	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.275C7CB29BEF47CZ0Z_R	100.000	8	0	128	135	20	13	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.228524764FCE499Z0Z_R	100.000	8	0	44	51	17	24	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.228524764FCE499Z0Z_R	100.000	6	0	52	57	23	18	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.205D0BBB50B8471Z0Z_R	100.000	8	0	69	76	1	8	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.17B3832C9C1D403Z0Z_R	100.000	8	0	23	30	1	8	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.003F79FEC922409Z0Z_R	100.000	8	0	12	19	9	2	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F6E740D7317D4C3Z0Z_F	100.000	8	0	1	8	21	14	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F6E740D7317D4C3Z0Z_F	100.000	6	0	110	115	1	6	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F35BF61D4B344BCZ0Z_F	100.000	8	0	63	70	9	2	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F2B66FCE51874C5Z0Z_F	100.000	8	0	18	25	11	18	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F2B66FCE51874C5Z0Z_F	100.000	7	0	62	68	16	10	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.EDD634332B6F407Z0Z_F	100.000	8	0	19	26	1	8	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.EDD634332B6F407Z0Z_F	100.000	6	0	24	29	14	9	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.E33F7FBD66A243AZ0Z_F	100.000	8	0	5	12	17	24	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.E33F7FBD66A243AZ0Z_F	100.000	7	0	59	65	9	3	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C597F0BA65D4481Z0Z_F	100.000	8	0	113	120	13	20	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C597F0BA65D4481Z0Z_F	100.000	7	0	50	56	5	11	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C53F81653AE2426Z0Z_F	100.000	8	0	69	76	5	12	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.9726AFF14C0D4B3Z0Z_F	100.000	8	0	79	86	7	14	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.9726AFF14C0D4B3Z0Z_F	100.000	6	0	97	102	2	7	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.9726AFF14C0D4B3Z0Z_F	100.000	6	0	3	8	8	3	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.606B5F6208E1492Z0Z_F	100.000	8	0	30	37	21	14	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.5DA12402580148DZ0Z_F	100.000	8	0	108	115	5	12	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.5DA12402580148DZ0Z_F	100.000	8	0	42	49	18	11	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.37DAAD3412A94A0Z0Z_F	100.000	8	0	29	36	2	9	16	16.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F7E3D42951B44CCZ0Z_R	100.000	7	0	108	114	11	17	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F7E3D42951B44CCZ0Z_R	100.000	6	0	116	121	8	3	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F7E3D42951B44CCZ0Z_R	100.000	6	0	24	29	18	13	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F537671F3A234DCZ0Z_R	100.000	7	0	26	32	19	13	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F35BF61D4B344BCZ0Z_R	100.000	7	0	127	133	13	19	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F2F19E4203944BDZ0Z_R	100.000	7	0	13	19	13	19	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F011785668624C1Z0Z_R	100.000	7	0	98	104	11	17	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.F011785668624C1Z0Z_R	100.000	6	0	13	18	13	18	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.E4C34C29ADFB490Z0Z_R	100.000	7	0	35	41	9	15	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.E4C34C29ADFB490Z0Z_R	100.000	6	0	35	40	12	7	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.E28A489CA40644BZ0Z_R	100.000	7	0	108	114	11	17	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.E04EE94198274F7Z0Z_R	100.000	7	0	20	26	3	9	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.E04EE94198274F7Z0Z_R	100.000	7	0	82	88	23	17	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.DFDFC4BAE42E446Z0Z_R	100.000	7	0	28	34	13	19	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.DFDFC4BAE42E446Z0Z_R	100.000	6	0	51	56	10	5	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.DFDFC4BAE42E446Z0Z_R	100.000	6	0	17	22	10	15	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.D7C024A696B6476Z0Z_R	100.000	7	0	40	46	13	7	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.D78133F7DC3D4EBZ0Z_R	100.000	7	0	21	27	1	7	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.CFB366F097C448DZ0Z_R	100.000	7	0	108	114	4	10	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.CCB9E6DC92944CFZ0Z_R	100.000	7	0	79	85	3	9	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C5286B9DCF0844BZ0Z_R	100.000	7	0	58	64	9	3	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C2FBC8A97D1343AZ0Z_R	100.000	7	0	29	35	10	4	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C2784A2F9F074BAZ0Z_R	100.000	7	0	26	32	7	13	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C2784A2F9F074BAZ0Z_R	100.000	6	0	18	23	1	6	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C2784A2F9F074BAZ0Z_R	100.000	6	0	62	67	6	1	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.C2784A2F9F074BAZ0Z_R	100.000	6	0	128	133	16	21	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.BC56E600B326437Z0Z_R	100.000	7	0	124	130	9	15	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.BC56E600B326437Z0Z_R	100.000	7	0	9	15	22	16	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.BC56E600B326437Z0Z_R	100.000	6	0	25	30	28	23	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.B5003D1DCFF64E4Z0Z_R	100.000	7	0	108	114	8	14	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.B5003D1DCFF64E4Z0Z_R	100.000	6	0	14	19	13	18	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.B4409383C5ED471Z0Z_R	100.000	7	0	68	74	11	5	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.B1303E3AD8ED49FZ0Z_R	100.000	7	0	81	87	1	7	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.B051A8F7971041FZ0Z_R	100.000	7	0	53	59	22	16	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.A35999D5E4B34E0Z0Z_R	100.000	7	0	73	79	8	2	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.A35999D5E4B34E0Z0Z_R	100.000	6	0	35	40	9	4	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.A2C9012430E34ADZ0Z_R	100.000	7	0	44	50	12	18	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.A2C9012430E34ADZ0Z_R	100.000	7	0	51	57	19	13	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.9CE451C90696466Z0Z_R	100.000	7	0	51	57	22	16	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.9CE451C90696466Z0Z_R	100.000	6	0	25	30	18	13	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.9CE451C90696466Z0Z_R	100.000	6	0	45	50	16	21	257	12.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.9C200AD53EA84BCZ0Z_R	100.000	7	0	30	36	4	10	65	14.4
M03520:605:000000000-LVNKY:1:1101:19085:12115;size=1	RH.9C200AD53EA84BCZ0Z_R	100.000	6	0	1	6	14	9	257	12.4
