RH.003F79FEC922409Z0Z_F	CP082923.1	94.444	18	1	0	2	19	1230926	1230943	4.5	28.2
RH.003F79FEC922409Z0Z_F	CP082923.1	90.000	20	2	0	2	21	3645046	3645027	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP082923.1	94.444	18	1	0	2	19	1230926	1230943	4.5	28.2
RH.003F79FEC922409Z0Z_F	NZ_CP082923.1	90.000	20	2	0	2	21	3645046	3645027	70	24.3
RH.003F79FEC922409Z0Z_F	AE005673.1	90.000	20	2	0	2	21	2774720	2774701	70	24.3
RH.003F79FEC922409Z0Z_F	CP023313.2	90.000	20	2	0	2	21	2908304	2908285	70	24.3
RH.003F79FEC922409Z0Z_F	CP023314.2	90.000	20	2	0	2	21	2894513	2894494	70	24.3
RH.003F79FEC922409Z0Z_F	CP023315.3	90.000	20	2	0	2	21	2809424	2809405	70	24.3
RH.003F79FEC922409Z0Z_F	CP034122.1	90.000	20	2	0	2	21	2796764	2796745	70	24.3
RH.003F79FEC922409Z0Z_F	CP033875.1	90.000	20	2	0	2	21	1337679	1337698	70	24.3
RH.003F79FEC922409Z0Z_F	CP048815.1	94.444	18	1	0	1	18	3772025	3772042	4.5	28.2
RH.003F79FEC922409Z0Z_F	NC_011916.1	90.000	20	2	0	2	21	2800700	2800681	70	24.3
RH.003F79FEC922409Z0Z_F	CP079926.1	90.000	20	2	0	2	21	2817302	2817283	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP033875.1	90.000	20	2	0	2	21	1337679	1337698	70	24.3
RH.003F79FEC922409Z0Z_F	CP001340.1	90.000	20	2	0	2	21	2800700	2800681	70	24.3
RH.003F79FEC922409Z0Z_F	CP171994.1	90.000	20	2	0	2	21	5488882	5488863	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP171994.1	90.000	20	2	0	2	21	5488882	5488863	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP023313.2	90.000	20	2	0	2	21	2908304	2908285	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP023314.2	90.000	20	2	0	2	21	2894513	2894494	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP034122.1	90.000	20	2	0	2	21	2796764	2796745	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP023315.3	90.000	20	2	0	2	21	2809424	2809405	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP079926.1	90.000	20	2	0	2	21	2817302	2817283	70	24.3
RH.003F79FEC922409Z0Z_F	CP096040.1	94.444	18	1	0	2	19	1579735	1579752	4.5	28.2
RH.003F79FEC922409Z0Z_F	CP096040.1	90.000	20	2	0	2	21	4077987	4077968	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP096040.1	94.444	18	1	0	2	19	1579735	1579752	4.5	28.2
RH.003F79FEC922409Z0Z_F	NZ_CP096040.1	90.000	20	2	0	2	21	4077987	4077968	70	24.3
RH.003F79FEC922409Z0Z_F	CP189825.1	90.000	20	2	0	2	21	2905825	2905806	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP189825.1	90.000	20	2	0	2	21	2905825	2905806	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP048815.1	94.444	18	1	0	1	18	3772025	3772042	4.5	28.2
RH.003F79FEC922409Z0Z_F	CP002008.1	90.000	20	2	0	2	21	1209434	1209453	70	24.3
RH.003F79FEC922409Z0Z_F	CP027850.1	90.000	20	2	0	2	21	1209378	1209397	70	24.3
RH.003F79FEC922409Z0Z_F	NZ_CP027850.1	90.000	20	2	0	2	21	1209378	1209397	70	24.3
RH.0096A141894D447Z0Z_F	CP033875.1	90.909	22	2	0	3	24	4220542	4220521	5.8	28.2
RH.0096A141894D447Z0Z_F	NZ_CP033875.1	90.909	22	2	0	3	24	4220542	4220521	5.8	28.2
