A00405_539_HLLNCDSX3_4_1367_9507_35368_1_258_-_012d6f41b7c5be3daa1047e478174f9a	CP115463.1	84.456	193	1.20e-47	191	3891074	3890882
A00405_539_HLLNCDSX3_4_1367_9507_35368_1_258_-_012d6f41b7c5be3daa1047e478174f9a	NZ_CP115463.1	84.456	193	1.20e-47	191	3891074	3890882
A00405_539_HLLNCDSX3_4_2254_17888_3975_1_290_+_288544c16fc112942b22763b2578b935	CP024201.1	89.474	57	1.84e-11	71.3	2436128	2436073
A00405_539_HLLNCDSX3_4_2254_17888_3975_1_290_+_288544c16fc112942b22763b2578b935	NZ_CP024201.1	89.474	57	1.84e-11	71.3	2436128	2436073
A00405_539_HLLNCDSX3_4_1102_17635_21418_1_292_+_36122b27dfdc55ef17a9f8372e842c41	CP033875.1	99.656	291	1.99e-150	532	3228623	3228913
A00405_539_HLLNCDSX3_4_1102_17635_21418_1_292_+_36122b27dfdc55ef17a9f8372e842c41	NZ_CP033875.1	99.656	291	1.99e-150	532	3228623	3228913
A00405_539_HLLNCDSX3_4_1102_17635_21418_1_292_+_36122b27dfdc55ef17a9f8372e842c41	CP002008.1	95.189	291	9.54e-129	460	1302878	1302588
A00405_539_HLLNCDSX3_4_1102_17635_21418_1_292_+_36122b27dfdc55ef17a9f8372e842c41	CP027850.1	95.189	291	9.54e-129	460	1302818	1302528
A00405_539_HLLNCDSX3_4_1102_17635_21418_1_292_+_36122b27dfdc55ef17a9f8372e842c41	NZ_CP027850.1	95.189	291	9.54e-129	460	1302818	1302528
A00405_539_HLLNCDSX3_4_1102_17635_21418_1_292_+_36122b27dfdc55ef17a9f8372e842c41	CP023313.2	93.814	291	4.47e-122	438	2833078	2833368
A00405_539_HLLNCDSX3_4_1102_17635_21418_1_292_+_36122b27dfdc55ef17a9f8372e842c41	CP034122.1	93.814	291	4.47e-122	438	2725782	2726072
