RH.300DF134D97F45BZ0Z	CP033875.1:3228622-3228913	2
RH.300DF134D97F45BZ0Z	NZ_CP033875.1:3228622-3228913	0
RH.300DF134D97F45BZ0Z	CP002008.1:1302587-1302878	0
RH.300DF134D97F45BZ0Z	CP027850.1:1302527-1302818	0
RH.300DF134D97F45BZ0Z	NZ_CP027850.1:1302527-1302818	0
RH.300DF134D97F45BZ0Z	CP023313.2:2833077-2833368	0
RH.300DF134D97F45BZ0Z	CP034122.1:2725781-2726072	0
RH.300DF134D97F45BZ0Z	NZ_CP023313.2:2833077-2833368	0
RH.300DF134D97F45BZ0Z	NZ_CP034122.1:2725781-2726072	0
RH.300DF134D97F45BZ0Z	CP189825.1:2830597-2830888	0
RH.300DF134D97F45BZ0Z	NZ_CP189825.1:2830597-2830888	0
RH.300DF134D97F45BZ0Z	CP023314.2:2823948-2824239	0
RH.300DF134D97F45BZ0Z	NC_011916.1:2730135-2730426	0
RH.300DF134D97F45BZ0Z	CP079926.1:2746737-2747028	0
RH.300DF134D97F45BZ0Z	CP001340.1:2730135-2730426	0
RH.300DF134D97F45BZ0Z	NZ_CP023314.2:2823948-2824239	0
RH.300DF134D97F45BZ0Z	NZ_CP079926.1:2746737-2747028	0
RH.300DF134D97F45BZ0Z	AE005673.1:2704153-2704444	0
RH.300DF134D97F45BZ0Z	CP023315.3:1207593-1207884	0
RH.300DF134D97F45BZ0Z	NZ_CP023315.3:1207593-1207884	0
RH.300DF134D97F45BZ0Z	CP171994.1:3002087-3002378	0
RH.300DF134D97F45BZ0Z	NZ_CP171994.1:3002087-3002378	0
RH.300DF134D97F45BZ0Z	CP096040.1:4271761-4272052	0
RH.300DF134D97F45BZ0Z	NZ_CP096040.1:4271761-4272052	0
RH.300DF134D97F45BZ0Z	CP024201.1:4373376-4373667	0
RH.300DF134D97F45BZ0Z	NZ_CP024201.1:4373376-4373667	0
RH.300DF134D97F45BZ0Z	CP115463.1:4277984-4278272	0
RH.300DF134D97F45BZ0Z	NZ_CP115463.1:4277984-4278272	0
RH.78B83B8D6A224B1Z0Z	CP171994.1:1519944-1520236	799
RH.78B83B8D6A224B1Z0Z	NZ_CP171994.1:1519944-1520236	840
RH.78B83B8D6A224B1Z0Z	CP023313.2:64114-64404	10
RH.78B83B8D6A224B1Z0Z	CP034122.1:61782-62072	11
RH.78B83B8D6A224B1Z0Z	NZ_CP023313.2:64114-64404	6
RH.78B83B8D6A224B1Z0Z	NZ_CP034122.1:61782-62072	10
RH.78B83B8D6A224B1Z0Z	CP189825.1:64114-64404	10
RH.78B83B8D6A224B1Z0Z	NZ_CP189825.1:64114-64404	3
RH.78B83B8D6A224B1Z0Z	CP096040.1:5606226-5606517	6
RH.78B83B8D6A224B1Z0Z	NZ_CP096040.1:5606226-5606517	6
RH.78B83B8D6A224B1Z0Z	CP002008.1:18519-18800	165
RH.78B83B8D6A224B1Z0Z	AE005673.1:62310-62600	0
RH.78B83B8D6A224B1Z0Z	CP023314.2:62310-62600	0
RH.78B83B8D6A224B1Z0Z	CP027850.1:18518-18799	160
RH.78B83B8D6A224B1Z0Z	CP033875.1:55704-55994	10
RH.78B83B8D6A224B1Z0Z	NC_011916.1:62310-62600	0
RH.78B83B8D6A224B1Z0Z	CP079926.1:62171-62461	1
RH.78B83B8D6A224B1Z0Z	NZ_CP033875.1:55704-55994	6
RH.78B83B8D6A224B1Z0Z	CP001340.1:62310-62600	0
RH.78B83B8D6A224B1Z0Z	NZ_CP023314.2:62310-62600	1
RH.78B83B8D6A224B1Z0Z	NZ_CP079926.1:62171-62461	1
RH.78B83B8D6A224B1Z0Z	NZ_CP027850.1:18518-18799	159
RH.78B83B8D6A224B1Z0Z	CP082923.1:20680-20971	64
RH.78B83B8D6A224B1Z0Z	NZ_CP082923.1:20680-20971	64
RH.78B83B8D6A224B1Z0Z	CP023315.3:63262-63552	4
RH.78B83B8D6A224B1Z0Z	NZ_CP023315.3:63262-63552	3
RH.78B83B8D6A224B1Z0Z	CP183331.1:105933-106223	5
RH.78B83B8D6A224B1Z0Z	NZ_CP183331.1:105933-106223	3
RH.78B83B8D6A224B1Z0Z	CP183329.1:3793974-3794257	3
RH.78B83B8D6A224B1Z0Z	CP183332.1:3866103-3866386	0
RH.78B83B8D6A224B1Z0Z	NZ_CP183329.1:3793974-3794257	0
RH.78B83B8D6A224B1Z0Z	NZ_CP183332.1:3866103-3866386	3
RH.78B83B8D6A224B1Z0Z	CP013002.1:23781-24072	2
RH.78B83B8D6A224B1Z0Z	NZ_CP013002.1:23781-24072	4
RH.78B83B8D6A224B1Z0Z	CP048815.1:20178-20469	1
RH.78B83B8D6A224B1Z0Z	NZ_CP048815.1:20178-20469	0
RH.78B83B8D6A224B1Z0Z	CP115463.1:23327-23615	0
RH.78B83B8D6A224B1Z0Z	CP115463.1:2170463-2170754	10
RH.78B83B8D6A224B1Z0Z	CP115463.1:22054-22333	0
RH.78B83B8D6A224B1Z0Z	NZ_CP115463.1:23327-23615	0
RH.78B83B8D6A224B1Z0Z	NZ_CP115463.1:2170463-2170754	9
RH.78B83B8D6A224B1Z0Z	NZ_CP115463.1:22054-22333	0
RH.78B83B8D6A224B1Z0Z	CP024201.1:166731-167018	8
RH.78B83B8D6A224B1Z0Z	NZ_CP024201.1:166731-167018	15
RH.0C6EF86AB29A422Z0Z	CP171994.1:2681837-2682128	1893
RH.0C6EF86AB29A422Z0Z	NZ_CP171994.1:2681837-2682128	1893
RH.0C6EF86AB29A422Z0Z	CP033875.1:3544007-3544298	29
RH.0C6EF86AB29A422Z0Z	NZ_CP033875.1:3544007-3544298	21
RH.0C6EF86AB29A422Z0Z	CP023315.3:979434-979725	5
RH.0C6EF86AB29A422Z0Z	NZ_CP023315.3:979434-979725	3
RH.0C6EF86AB29A422Z0Z	CP002008.1:3670862-3671153	0
RH.0C6EF86AB29A422Z0Z	CP027850.1:3670695-3670986	0
RH.0C6EF86AB29A422Z0Z	CP082923.1:1032242-1032533	0
RH.0C6EF86AB29A422Z0Z	NZ_CP082923.1:1032242-1032533	2
RH.0C6EF86AB29A422Z0Z	NZ_CP027850.1:3670695-3670986	0
RH.0C6EF86AB29A422Z0Z	AE005673.1:1052107-1052398	0
RH.0C6EF86AB29A422Z0Z	CP023313.2:1037055-1037346	2
RH.0C6EF86AB29A422Z0Z	CP023314.2:1078329-1078620	1
RH.0C6EF86AB29A422Z0Z	CP034122.1:1074741-1075032	0
RH.0C6EF86AB29A422Z0Z	NC_011916.1:1078138-1078429	0
RH.0C6EF86AB29A422Z0Z	CP079926.1:1052160-1052451	2
RH.0C6EF86AB29A422Z0Z	CP001340.1:1078138-1078429	0
RH.0C6EF86AB29A422Z0Z	NZ_CP023313.2:1037055-1037346	1
RH.0C6EF86AB29A422Z0Z	NZ_CP023314.2:1078329-1078620	0
RH.0C6EF86AB29A422Z0Z	NZ_CP034122.1:1074741-1075032	0
RH.0C6EF86AB29A422Z0Z	NZ_CP079926.1:1052160-1052451	0
RH.0C6EF86AB29A422Z0Z	CP096040.1:1314532-1314823	2
RH.0C6EF86AB29A422Z0Z	NZ_CP096040.1:1314532-1314823	6
RH.0C6EF86AB29A422Z0Z	CP189825.1:1040688-1040979	0
RH.0C6EF86AB29A422Z0Z	NZ_CP189825.1:1040688-1040979	1
RH.0C6EF86AB29A422Z0Z	CP183331.1:1136808-1137099	0
RH.0C6EF86AB29A422Z0Z	NZ_CP183331.1:1136808-1137099	0
RH.0C6EF86AB29A422Z0Z	CP026100.1:2758385-2758673	0
RH.0C6EF86AB29A422Z0Z	NZ_CP026100.1:2758385-2758673	0
RH.0C6EF86AB29A422Z0Z	CP183329.1:735373-735664	0
RH.0C6EF86AB29A422Z0Z	CP183332.1:807498-807789	0
RH.0C6EF86AB29A422Z0Z	NZ_CP183329.1:735373-735664	0
RH.0C6EF86AB29A422Z0Z	NZ_CP183332.1:807498-807789	0
RH.0C6EF86AB29A422Z0Z	CP013002.1:2754518-2754809	2
RH.0C6EF86AB29A422Z0Z	CP024201.1:1199872-1200163	6
RH.0C6EF86AB29A422Z0Z	NZ_CP013002.1:2754518-2754809	0
RH.0C6EF86AB29A422Z0Z	NZ_CP024201.1:1199872-1200163	8
RH.0C6EF86AB29A422Z0Z	CP115463.1:3256451-3256695	3
RH.0C6EF86AB29A422Z0Z	NZ_CP115463.1:3256451-3256695	3
RH.44DCEC943BED412Z0Z	CP115463.1:2170127-2170410	8288
RH.44DCEC943BED412Z0Z	CP115463.1:22991-23274	6
RH.44DCEC943BED412Z0Z	NZ_CP115463.1:2170127-2170410	8252
RH.44DCEC943BED412Z0Z	NZ_CP115463.1:22991-23274	2
RH.23246278E0E74E6Z0Z	CP082923.1:20843-21097	72
RH.23246278E0E74E6Z0Z	NZ_CP082923.1:20843-21097	68
RH.23246278E0E74E6Z0Z	CP002008.1:18681-18792	160
RH.23246278E0E74E6Z0Z	CP027850.1:18680-18791	155
RH.23246278E0E74E6Z0Z	NZ_CP027850.1:18680-18791	154
RH.23246278E0E74E6Z0Z	CP171994.1:1520106-1520209	692
RH.23246278E0E74E6Z0Z	NZ_CP171994.1:1520106-1520209	733
RH.23246278E0E74E6Z0Z	CP023313.2:64134-64242	9
RH.23246278E0E74E6Z0Z	CP034122.1:61802-61910	10
RH.23246278E0E74E6Z0Z	NZ_CP023313.2:64134-64242	6
RH.23246278E0E74E6Z0Z	NZ_CP034122.1:61802-61910	10
RH.23246278E0E74E6Z0Z	CP189825.1:64134-64242	9
RH.23246278E0E74E6Z0Z	NZ_CP189825.1:64134-64242	3
RH.23246278E0E74E6Z0Z	CP023315.3:63282-63390	3
RH.23246278E0E74E6Z0Z	CP033875.1:55731-55803	8
RH.23246278E0E74E6Z0Z	NZ_CP033875.1:55731-55803	6
RH.23246278E0E74E6Z0Z	NZ_CP023315.3:63282-63390	3
RH.0217D7856D1B4F3Z0Z	CP002008.1:3820865-3821156	4
RH.0217D7856D1B4F3Z0Z	CP027850.1:3820694-3820985	5
RH.0217D7856D1B4F3Z0Z	NZ_CP027850.1:3820694-3820985	6
RH.A9EEDC62F48D4DAZ0Z	CP115463.1:637508-637751	0
RH.A9EEDC62F48D4DAZ0Z	NZ_CP115463.1:637508-637751	0
RH.D78133F7DC3D4EBZ0Z	CP096040.1:4490088-4490357	0
RH.D78133F7DC3D4EBZ0Z	NZ_CP096040.1:4490088-4490357	0
RH.D78133F7DC3D4EBZ0Z	CP082923.1:4030109-4030390	1
RH.D78133F7DC3D4EBZ0Z	NZ_CP082923.1:4030109-4030390	0
RH.C597F0BA65D4481Z0Z	CP115463.1:2170898-2171068	129
RH.C597F0BA65D4481Z0Z	NZ_CP115463.1:2170898-2171068	115
RH.C597F0BA65D4481Z0Z	CP082923.1:21115-21286	0
RH.C597F0BA65D4481Z0Z	NZ_CP082923.1:21115-21286	3
RH.C597F0BA65D4481Z0Z	CP171994.1:1520380-1520551	65
RH.C597F0BA65D4481Z0Z	NZ_CP171994.1:1520380-1520551	61
RH.C597F0BA65D4481Z0Z	CP023315.3:62947-63114	11824
RH.C597F0BA65D4481Z0Z	NZ_CP023315.3:62947-63114	11836
RH.C597F0BA65D4481Z0Z	CP096040.1:5605882-5606078	21
