A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MEW6575432.1,94.937,79,4,0,1,237,8,86,4.05e-47,158,98.73,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_298603505.1,98.734,79,1,0,1,237,284,362,1.22e-45,162,98.73,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_425232019.1,75.949,79,19,0,1,237,284,362,1.13e-34,133,87.34,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MGH8335705.1,80.263,76,15,0,1,228,234,309,3.99e-34,129,86.84,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MFM6852787.1,76.623,77,18,0,1,231,233,309,4.86e-34,129,88.31,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MGB5076494.1,79.221,77,16,0,1,231,284,360,2.52e-33,128,85.71,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_482654957.1,76.623,77,18,0,1,231,284,360,3.08e-33,127,88.31,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MBJ7388533.1,75.325,77,19,0,1,231,58,134,5.04e-33,124,85.71,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_483003891.1,76.623,77,18,0,1,231,208,284,7.36e-33,127,88.31,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MEY3915219.1,75.325,77,19,0,1,231,99,175,8.65e-33,124,87.01,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MFZ1476419.1,72.727,77,21,0,1,231,165,241,1.33e-32,125,89.61,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_422250372.1,74.026,77,20,0,1,231,284,360,2.39e-32,127,89.61,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MEQ1540552.1,72.727,77,21,0,1,231,38,114,5.52e-32,120,84.42,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MID7898245.1,76.623,77,18,0,1,231,284,360,8.75e-32,125,85.71,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MEE9434497.1,72.727,77,21,0,1,231,284,360,1.44e-31,124,88.31,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_295443300.1,74.026,77,20,0,1,231,284,360,1.75e-31,124,87.01,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_160354371.1,76.623,77,18,0,1,231,284,360,2.05e-31,124,85.71,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MGL5837057.1,69.231,78,24,0,1,234,284,361,6.81e-30,120,83.33,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MHK3968160.1,65.823,79,27,0,1,237,42,120,1.85e-28,111,75.95,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MHS8107783.1,64.474,76,27,0,1,228,82,157,5.61e-28,111,81.58,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_373491599.1,67.105,76,25,0,1,228,292,367,5.80e-28,114,81.58,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_473698545.1,64.557,79,28,0,1,237,292,370,1.62e-27,114,78.48,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_056348894.1,63.291,79,29,0,1,237,292,370,1.97e-27,114,79.75,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MHR5197532.1,65.789,76,26,0,1,228,199,274,2.39e-27,112,81.58,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_184099534.1,62.025,79,30,0,1,237,292,370,2.46e-27,113,78.48,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_072560033.1,68.831,77,24,0,1,231,284,360,2.73e-27,113,80.52,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,MBU7590908.1,62.025,79,30,0,1,237,292,370,5.54e-27,112,77.22,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_337829250.1,67.089,79,26,0,1,237,288,366,8.90e-27,112,78.48,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_260806999.1,62.338,77,29,0,1,231,292,368,1.02e-26,112,84.42,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_341680478.1,62.025,79,30,0,1,237,292,370,1.21e-26,111,77.22,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_317151393.1,62.025,79,30,0,1,237,292,370,1.37e-26,111,75.95,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_242769919.1,59.494,79,32,0,1,237,292,370,4.37e-26,110,78.48,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_294032378.1,55.696,79,35,0,1,237,92,170,4.51e-26,107,77.22,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_237837106.1,59.494,79,32,0,1,237,292,370,4.75e-26,110,77.22,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_074204161.1,62.338,77,29,0,1,231,296,372,8.98e-26,109,80.52,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_348015223.1,63.636,77,28,0,1,231,271,347,9.55e-26,108,79.22,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_222135605.1,62.025,79,30,0,1,237,292,370,9.69e-26,109,74.68,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_082737121.1,59.494,79,32,0,1,237,292,370,1.25e-25,108,75.95,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_339692149.1,64.474,76,27,0,1,228,292,367,1.31e-25,108,81.58,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_198093605.1,62.025,79,30,0,1,237,287,365,1.48e-25,108,75.95,1,0
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,WP_088473165.1,59.494,79,32,0,1,237,292,370,1.49e-25,108,75.95,1,0
